"__NounName","Name","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"Process","mfefire","128","47509504","7876608","3362816","13800",,,,,,,,"8",,,,,,"128","2540",".","0","",,,,,"13800","13800","3362816","3362816","73960","73960","3457024","3457024","7933952","7933952","50655232","50655232",,,"3362816","3362816",,"mfefire",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"47509504","47509504","False",,,,"7876608","7876608",,
"Process","mfemms","108","36442112","5533696","2424832","8984",,,,,,,,"8",,,,,,"108","2236",".","0","",,,,,"8984","8984","2424832","2424832","51080","51080","2457600","2457600","5550080","5550080","38150144","38150144",,,"2424832","2424832",,"mfemms",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"36442112","36442112","False",,,,"5533696","5533696",,
"Process","mfevtps","54","26771456","4313088","2002944","6488",,,,,,,,"8",,,,,,"54","2268",".","0","",,,,,"6488","6488","2002944","2002944","42752","42752","2023424","2023424","4317184","4317184","27820032","27820032",,,"2002944","2002944",,"mfevtps",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"26771456","26771456","False",,,,"4313088","4313088",,
"Process","mfevtps","198","48168960","10117120","5988352","14648",,,,,,,,"8",,,,,,"198","2448",".","0","",,,,,"14648","14648","5988352","5988352","76800","76800","6680576","6680576","14389248","14389248","56709120","56709120",,,"5988352","5988352",,"mfevtps",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"48168960","48168960","False",,,,"10117120","10117120",,
"Process","micmute","240","75137024","2240512","7933952","19616",,,,,,,,"8",,,,,,"240","2768",".","0","",,,,,"19616","19616","7933952","7933952","117000","117000","8048640","8048640","9072640","9072640","77758464","77758464",,,"7933952","7933952",,"micmute",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"75137024","75137024","False",,,,"2240512","2240512",,
"Process","Microsoft.VsHub.Server.HttpHost","6081","842518528","97554432","143491072","156392","C:\Program Files (x86)\Common Files\Microsoft Shared\VsHub\1.0.0.0\Microsoft.VsHub.Server.HttpHost.exe","Microsoft Corporation","32,4170078","14.0.25420.1","14.0.25420.1","Microsoft.VsHub.Server.HttpHost.exe","Microsoft? Visual Studio? 2015","8",,"False",,"2256","Microsoft.Win32.SafeHandles.SafeProcessHandle","6081","11344",".","0","","System.Diagnostics.ProcessModule (Microsoft.VsHub.Server.HttpHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","156392","156392","143491072","143491072","750704","750704","154546176","154546176","177549312","177549312","849903616","849903616","True","Normal","143491072","143491072","00:00:16.2553042","Microsoft.VsHub.Server.HttpHost","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:53:49",,"System.Diagnostics.ProcessThreadCollection","00:00:32.4170078","00:00:16.1617036","842518528","842518528","False",,,,"97554432","97554432",,
"Process","msdtc","138","65159168","1314816","4775936","18560",,,,,,,,"8",,,,,,"138","11008",".","0","",,,,,"18560","18560","4775936","4775936","70016","70016","4890624","4890624","9060352","9060352","66732032","66732032",,,"4775936","4775936",,"msdtc",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65159168","65159168","False",,,,"1314816","1314816",,
"Process","MsDtsSrvr","1018","1466871808","25280512","101818368","589788",,,,,,,,"8",,,,,,"1018","2468",".","0","",,,,,"589788","589788","101818368","101818368","406288","406288","104427520","104427520","27377664","27377664","1479716864","18659586048",,,"101818368","101818368",,"MsDtsSrvr",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"1466871808","18646740992","False",,,,"25280512","25280512",,
"Process","msmdsrv","1679","733642752","13144064","71606272","56216",,,,,,,,"8",,,,,,"1679","2660",".","0","",,,,,"56216","56216","71606272","71606272","468176","468176","72626176","72626176","48603136","48603136","736985088","736985088",,,"71606272","71606272",,"msmdsrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"733642752","733642752","False",,,,"13144064","13144064",,
"Process","MSOSYNC","303","105881600","6918144","6647808","25720","C:\Program Files (x86)\Microsoft Office\Office14\MSOSYNC.EXE","Microsoft Corporation","2,1372137","14.0.7011.1000","14.0.7011.1000","Microsoft Office Document Cache","Microsoft Office 2010","8",,"False",,"1720","Microsoft.Win32.SafeHandles.SafeProcessHandle","303","6544",".","0","","System.Diagnostics.ProcessModule (MSOSYNC.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","25720","25720","6647808","6647808","176056","176056","6901760","6901760","12685312","12685312","119660544","119660544","True","Normal","6647808","6647808","00:00:01.4196091","MSOSYNC","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:05",,"System.Diagnostics.ProcessThreadCollection","00:00:02.1372137","00:00:00.7176046","105881600","105881600","False",,,,"6918144","6918144",,
"Process","naPrdMgr","149","80056320","1892352","7118848","21848",,,,,,,,"6",,,,,,"149","2616",".","0","",,,,,"21848","21848","7118848","7118848","115920","115920","11792384","11792384","12820480","12820480","90333184","90333184",,,"7118848","7118848",,"naPrdMgr",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"80056320","80056320","False",,,,"1892352","1892352",,
"Process","notepad++","340","208547840","38105088","30904320","34208","C:\Program Files (x86)\Notepad++\notepad++.exe","Don HO don.h@free.fr","94,8330079","7.31","7.31","Notepad++ : a free (GNU) source code editor","Notepad++","8",,"False",,"1676","Microsoft.Win32.SafeHandles.SafeProcessHandle","340","9336",".","1576338","C:\Users\A660197\Documents\Notatki\Prywatne\Nauka Notepad++\Skr?ty klawiszowe npp.txt - Notepad++","System.Diagnostics.ProcessModule (notepad++.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34208","34208","30904320","30904320","358864","358864","32468992","32468992","42332160","42332160","283783168","283783168","True","Normal","30904320","30904320","00:00:55.5207559","notepad++","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:05:06",,"System.Diagnostics.ProcessThreadCollection","00:01:34.8330079","00:00:39.3122520","208547840","208547840","False",,,,"38105088","38105088",,
"Process","o2flash","73","35835904","2433024","1167360","7752",,,,,,,,"8",,,,,,"73","2696",".","0","",,,,,"7752","7752","1167360","1167360","64176","64176","1220608","1220608","3878912","3878912","37146624","37146624",,,"1167360","1167360",,"o2flash",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"35835904","35835904","False",,,,"2433024","2433024",,
"Process","obexsrv","151","65671168","1724416","3411968","171072",,,,,,,,"8",,,,,,"151","7068",".","0","",,,,,"171072","171072","3411968","3411968","106816","106816","3518464","3518464","7786496","7786496","69603328","69603328",,,"3411968","3411968",,"obexsrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"65671168","65671168","False",,,,"1724416","1724416",,
"Process","OSPPSVC","151","53923840","2301952","7790592","9712",,,,,,,,"8",,,,,,"151","7744",".","0","",,,,,"9712","9712","7790592","7790592","85232","85232","8417280","8417280","14442496","14442496","56610816","56610816",,,"7790592","7790592",,"OSPPSVC",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"53923840","53923840","False",,,,"2301952","2301952",,
"Process","OUTLOOK","4538","622329856","88825856","139968512","115464","C:\Program Files (x86)\Microsoft Office\Office14\OUTLOOK.EXE","Microsoft Corporation","684,376387","14.0.7172.5000","14.0.7172.5000","Microsoft Outlook","Microsoft Outlook","8",,"False",,"1208","Microsoft.Win32.SafeHandles.SafeProcessHandle","4538","4840",".","460476","Inbox - kamil.budka@atos.net - Microsoft Outlook","System.Diagnostics.ProcessModule (OUTLOOK.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","115464","115464","139968512","139968512","1004552","1004552","142974976","142974976","118300672","118300672","653623296","653623296","True","Normal","139968512","139968512","00:03:58.9935320","OUTLOOK","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:17:45",,"System.Diagnostics.ProcessThreadCollection","00:11:24.3763870","00:07:25.3828550","622329856","622329856","False",,,,"88825856","88825856",,
"Process","powershell","434","651030528","80932864","78303232","30656","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","8,2992532","6.3.9600.16406 (winblue_gdr_oob.130926-1103)","6.3.9600.16406","Windows PowerShell","Microsoft? Windows? Operating System","8",,"False",,"2416","Microsoft.Win32.SafeHandles.SafeProcessHandle","434","7960",".","6686530","Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30656","30656","78303232","78303232","434520","434520","78303232","78303232","80932864","80932864","651030528","651030528","True","Normal","78303232","78303232","00:00:07.5036481","powershell","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 11:11:26",,"System.Diagnostics.ProcessThreadCollection","00:00:08.3304534","00:00:00.8268053","651030528","651030528","False",,,,"80932864","80932864",,
"Process","powershell","821","680136704","68304896","84357120","39832","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","3,0420195","6.3.9600.16406 (winblue_gdr_oob.130926-1103)","6.3.9600.16406","Windows PowerShell","Microsoft? Windows? Operating System","8",,"False",,"1868","Microsoft.Win32.SafeHandles.SafeProcessHandle","821","16464",".","7538658","Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","39832","39832","84357120","84357120","483032","483032","89870336","89870336","87666688","87666688","697929728","697929728","True","Normal","84357120","84357120","00:00:00.8736056","powershell","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 10:16:23",,"System.Diagnostics.ProcessThreadCollection","00:00:03.0420195","00:00:02.1684139","680136704","680136704","False",,,,"68304896","68304896",,
"Process","powershell_ise","618","965926912","53780480","160780288","65096","C:\Windows\System32\WindowsPowerShell\v1.0\powershell_ise.exe","Microsoft Corporation","6,9108443","6.3.9600.16406 (winblue_gdr_oob.130926-1103)","6.3.9600.16406","Windows PowerShell ISE","Microsoft? Windows? Operating System","8",,"False",,"2240","Microsoft.Win32.SafeHandles.SafeProcessHandle","618","4880",".","10227226","Windows PowerShell ISE","System.Diagnostics.ProcessModule (powershell_ise.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","65096","65096","160780288","160780288","888120","888120","166342656","166342656","171573248","171573248","1003397120","1003397120","True","Normal","160780288","160780288","00:00:01.7472112","powershell_ise","15","True","1","System.Diagnostics.ProcessStartInfo","2017-03-01 11:09:35",,"System.Diagnostics.ProcessThreadCollection","00:00:06.9108443","00:00:05.1636331","965926912","965926912","False",,,,"53780480","53780480",,
"Process","PresentationFontCache","157","531501056","4116480","27402240","25516",,,,,,,,"8",,,,,,"157","1364",".","0","",,,,,"25516","25516","27402240","27402240","213392","213392","29491200","29491200","18989056","18989056","533598208","533598208",,,"27402240","27402240",,"PresentationFontCache",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"531501056","531501056","False",,,,"4116480","4116480",,
"Process","PWMDBSVC","260","73187328","6049792","4878336","14416",,,,,,,,"8",,,,,,"260","5556",".","0","",,,,,"14416","14416","4878336","4878336","125376","125376","4939776","4939776","7634944","7634944","83709952","83709952",,,"4878336","4878336",,"PWMDBSVC",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"73187328","73187328","False",,,,"6049792","6049792",,
"Process","RAVBg64","215","109563904","6148096","17371136","14536","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","Realtek Semiconductor","1,4352092","1, 0, 0, 226","1, 0, 0, 226","HD Audio Background Process","HD Audio Background Process","6",,"False",,"1892","Microsoft.Win32.SafeHandles.SafeProcessHandle","215","7232",".","0","","System.Diagnostics.ProcessModule (RAVBg64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14536","14536","17371136","17371136","175888","175888","17526784","17526784","14647296","14647296","116363264","116363264","True","BelowNormal","17371136","17371136","00:00:00.9984064","RAVBg64","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:24",,"System.Diagnostics.ProcessThreadCollection","00:00:01.4352092","00:00:00.4368028","109563904","109563904","False",,,,"6148096","6148096",,
"Process","RAVBg64","211","109563904","5787648","17420288","14408","C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe","Realtek Semiconductor","1,1388073","1, 0, 0, 226","1, 0, 0, 226","HD Audio Background Process","HD Audio Background Process","6",,"False",,"2140","Microsoft.Win32.SafeHandles.SafeProcessHandle","211","7316",".","0","","System.Diagnostics.ProcessModule (RAVBg64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14408","14408","17420288","17420288","175680","175680","17592320","17592320","14692352","14692352","126640128","126640128","True","BelowNormal","17420288","17420288","00:00:00.8892057","RAVBg64","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:24",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1388073","00:00:00.2496016","109563904","109563904","False",,,,"5787648","5787648",,
"Process","RAVCpl64","262","117379072","6615040","11456512","14464","C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe","Realtek Semiconductor","1,5288098","1, 0, 0, 984","1, 0, 0, 984","Realtek HD Audio Manager","Realtek HD Audio Manager","6",,"False",,"2396","Microsoft.Win32.SafeHandles.SafeProcessHandle","262","7404",".","0","","System.Diagnostics.ProcessModule (RAVCpl64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14464","14464","11456512","11456512","209224","209224","16887808","16887808","14991360","14991360","134123520","134123520","True","BelowNormal","11456512","11456512","00:00:01.1856076","RAVCpl64","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:24",,"System.Diagnostics.ProcessThreadCollection","00:00:01.5288098","00:00:00.3432022","117379072","117379072","False",,,,"6615040","6615040",,
"Process","ReportingServicesService","539","-1865117696","47894528","167608320","62980",,,,,,,,"8",,,,,,"539","2780",".","0","",,,,,"62980","62980","167608320","167608320","383936","383936","169938944","169938944","77815808","77815808","-1860792320","15319076864",,,"167608320","167608320",,"ReportingServicesService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"-1865117696","15314751488","False",,,,"47894528","47894528",,
"Process","RtsCM64","100","71884800","1265664","2404352","9008",,,"0,2184014",,,,,"8",,,,,,"100","4716",".","0","",,,,,"9008","9008","2404352","2404352","127248","127248","2523136","2523136","7278592","7278592","75038720","75038720",,,"2404352","2404352","00:00:00.2184014","RtsCM64",,"True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:15:53",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2184014","00:00:00","71884800","71884800","False",,,,"1265664","1265664",,
"Process","rundll32","86","78045184","5402624","6664192","10864","C:\WINDOWS\System32\rundll32.exe","Microsoft Corporation","0,7176046","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Windows host process (Rundll32)","Microsoft? Windows? Operating System","8",,"False",,"1812","Microsoft.Win32.SafeHandles.SafeProcessHandle","86","3844",".","0","","System.Diagnostics.ProcessModule (rundll32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10864","10864","6664192","6664192","143984","143984","16293888","16293888","51732480","51732480","80142336","80142336","True","Normal","6664192","6664192","00:00:00.6084039","rundll32","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:03",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7176046","00:00:00.1092007","78045184","78045184","False",,,,"5402624","5402624",,
"Process","rundll32","61","68820992","528384","3391488","8960",,,,,,,,"8",,,,,,"61","5004",".","0","",,,,,"8960","8960","3391488","3391488","130736","130736","16379904","16379904","43622400","43622400","70103040","70103040",,,"3391488","3391488",,"rundll32",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"68820992","68820992","False",,,,"528384","528384",,
"Process","rundll32","202","135225344","5152768","8097792","17464","C:\Windows\System32\rundll32.exe","Microsoft Corporation","1,1856076","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Windows host process (Rundll32)","Microsoft? Windows? Operating System","8",,"False",,"2244","Microsoft.Win32.SafeHandles.SafeProcessHandle","202","6232",".","0","","System.Diagnostics.ProcessModule (rundll32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17464","17464","8097792","8097792","251800","251800","16551936","16551936","106336256","106336256","145235968","145235968","True","Normal","8097792","8097792","00:00:00.8892057","rundll32","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:04",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1856076","00:00:00.2964019","135225344","135225344","False",,,,"5152768","5152768",,
"Process","rundll32","53","62906368","196608","2023424","9368","C:\Windows\SysWOW64\rundll32.exe","Microsoft Corporation","0,0312002","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Windows host process (Rundll32)","Microsoft? Windows? Operating System","8",,"False",,"2088","Microsoft.Win32.SafeHandles.SafeProcessHandle","53","6960",".","0","","System.Diagnostics.ProcessModule (rundll32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9368","9368","2023424","2023424","120488","120488","2166784","2166784","36110336","36110336","69349376","69349376","True","Normal","2023424","2023424","00:00:00.0156001","rundll32","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:08",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312002","00:00:00.0156001","62906368","62906368","False",,,,"196608","196608",,
"Process","rundll32","305","139530240","7761920","11120640","23728","C:\WINDOWS\system32\rundll32.exe","Microsoft Corporation","27,7057776","6.1.7600.16385 (win7_rtm.090713-1255)","6.1.7600.16385","Windows host process (Rundll32)","Microsoft? Windows? Operating System","8",,"False",,"2444","Microsoft.Win32.SafeHandles.SafeProcessHandle","305","6972",".","0","","System.Diagnostics.ProcessModule (rundll32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23728","23728","11120640","11120640","252888","252888","16572416","16572416","103907328","103907328","142704640","142704640","True","Normal","11120640","11120640","00:00:24.7261585","rundll32","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:09",,"System.Diagnostics.ProcessThreadCollection","00:00:27.7057776","00:00:02.9796191","139530240","139530240","False",,,,"7761920","7761920",,
"Process","SCHTASK","115","96382976","4997120","4071424","12728","C:\Program Files (x86)\ThinkPad\Utilities\SCHTASK.exe","Lenovo Group Limited","0,8892057","1.0.0.1","1.0.0.1","Power Manager Power Agenda","ScheduledTask","8",,"False",,"2472","Microsoft.Win32.SafeHandles.SafeProcessHandle","115","7308",".","0","","System.Diagnostics.ProcessModule (SCHTASK.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12728","12728","4071424","4071424","164592","164592","4247552","4247552","9056256","9056256","102141952","102141952","True","Normal","4071424","4071424","00:00:00.5772037","SCHTASK","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:16:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8892057","00:00:00.3120020","96382976","96382976","False",,,,"4997120","4997120",,
"Process","SCNotification","383","367775744","52899840","76099584","33388","C:\WINDOWS\CCM\SCNotification.exe","Microsoft Corporation","2,5272162","5.0.8325.1000","5.0.8325.1000","SCNotification","System Center Configuration Manager","8",,"False",,"1320","Microsoft.Win32.SafeHandles.SafeProcessHandle","383","1920",".","0","","System.Diagnostics.ProcessModule (SCNotification.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33388","33388","76099584","76099584","588312","588312","77516800","77516800","53006336","53006336","386625536","386625536","True","Normal","76099584","76099584","00:00:01.2792082","SCNotification","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:19:46",,"System.Diagnostics.ProcessThreadCollection","00:00:02.5272162","00:00:01.2480080","367775744","367775744","False",,,,"52899840","52899840",,
"Process","SearchFilterHost","109","51773440","208896","3301376","8840",,,,,,,,"4",,"True",,,,"109","7620",".","0","",,,,,"8840","8840","3301376","3301376","114504","114504","3301376","3301376","7475200","7475200","51773440","51773440",,,"3301376","3301376",,"SearchFilterHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"51773440","51773440","False",,,,"208896","208896",,
"Process","SearchIndexer","939","219963392","28704768","50585600","69128",,,,,,,,"8",,,,,,"939","5920",".","0","",,,,,"69128","69128","50585600","50585600","219976","219976","56508416","56508416","34115584","34115584","279535616","279535616",,,"50585600","50585600",,"SearchIndexer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"219963392","219963392","False",,,,"28704768","28704768",,
"Process","SearchProtocolHost","284","58306560","385024","3321856","11352",,,,,,,,"4",,"True",,,,"284","12416",".","0","",,,,,"11352","11352","3321856","3321856","121728","121728","3321856","3321856","9064448","9064448","58306560","58306560",,,"3321856","3321856",,"SearchProtocolHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"58306560","58306560","False",,,,"385024","385024",,
"Process","services","423","68997120","13438976","12808192","18744",,,,,,,,"9",,,,,,"423","816",".","0","",,,,,"18744","18744","12808192","12808192","96336","96336","19525632","19525632","36425728","36425728","210878464","210878464",,,"12808192","12808192",,"services",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"68997120","68997120","False",,,,"13438976","13438976",,
"Process","shtctky","99","73809920","1863680","2166784","8912",,,,,,,,"8",,,,,,"99","4516",".","0","",,,,,"8912","8912","2166784","2166784","137808","137808","2203648","2203648","5525504","5525504","76038144","76038144",,,"2166784","2166784",,"shtctky",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"73809920","73809920","False",,,,"1863680","1863680",,
"Process","smss","32","4648960","73728","593920","1744",,,,,,,,"11",,,,,,"32","408",".","0","",,,,,"1744","1744","593920","593920","10656","10656","692224","692224","1318912","1318912","18321408","18321408",,,"593920","593920",,"smss",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"4648960","4648960","False",,,,"73728","73728",,
"Process","splwow64","105","138858496","503808","30887936","14584","C:\WINDOWS\splwow64.exe","Microsoft Corporation","0,2184014","6.1.7601.17514 (win7sp1_rtm.101119-1850)","6.1.7601.17514","Print driver host for 32bit applications","Microsoft? Windows? Operating System","8",,"False",,"1316","Microsoft.Win32.SafeHandles.SafeProcessHandle","105","6876",".","0","","System.Diagnostics.ProcessModule (splwow64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14584","14584","30887936","30887936","206960","206960","30924800","30924800","31969280","31969280","143601664","143601664","True","Normal","30887936","30887936","00:00:00.1404009","splwow64","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 14:17:34",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2184014","00:00:00.0780005","138858496","138858496","False",,,,"503808","503808",,
"Process","spoolsv","384","98971648","13541376","14430208","24472",,,,,,,,"8",,,,,,"384","1684",".","0","",,,,,"24472","24472","14430208","14430208","156928","156928","28622848","28622848","54931456","54931456","118964224","118964224",,,"14430208","14430208",,"spoolsv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"98971648","98971648","False",,,,"13541376","13541376",,
"Process","SQLAGENT","2827","652423168","15306752","58773504","55728",,,,,,,,"8",,,,,,"2827","7028",".","0","",,,,,"55728","55728","58773504","58773504","397744","397744","59699200","59699200","34951168","34951168","655572992","655572992",,,"58773504","58773504",,"SQLAGENT",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"652423168","652423168","False",,,,"15306752","15306752",,
"Process","sqlbrowser","429","112975872","2777088","11694080","24272",,,,,,,,"8",,,,,,"429","2936",".","0","",,,,,"24272","24272","11694080","11694080","97088","97088","44359680","44359680","10596352","10596352","114376704","114376704",,,"11694080","11694080",,"sqlbrowser",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"112975872","112975872","False",,,,"2777088","2777088",,
"Process","sqlservr","902","362655744","92782592","373903360","136620",,,,,,,,"8",,,,,,"902","2580",".","0","",,,,,"136620","136620","373903360","373903360","532888","532888","452308992","452308992","261074944","261074944","372502528","21847339008",,,"373903360","373903360",,"sqlservr",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"362655744","21837492224","False",,,,"92782592","92782592",,
"Process","sqlwriter","83","41496576","1486848","2490368","8416",,,,,,,,"8",,,,,,"83","2996",".","0","",,,,,"8416","8416","2490368","2490368","71688","71688","3051520","3051520","6672384","6672384","49885184","49885184",,,"2490368","2490368",,"sqlwriter",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"41496576","41496576","False",,,,"1486848","1486848",,
"Process","Ssms","1074","711991296","159506432","163266560","95576","C:\Program Files (x86)\Microsoft SQL Server\120\Tools\Binn\ManagementStudio\Ssms.exe","Microsoft Corporation","148,668953","2014.0120.2000.08","12.0.2000.8","SQL Server Management Studio","Microsoft SQL Server","8",,"False",,"2172","Microsoft.Win32.SafeHandles.SafeProcessHandle","1074","8468",".","198244","Solution1 - Microsoft SQL Server Management Studio","System.Diagnostics.ProcessModule (Ssms.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","95576","95576","163266560","163266560","1126744","1126744","185917440","185917440","180101120","180101120","749817856","749817856","True","Normal","163266560","163266560","00:01:00.9963910","Ssms","15","True","1","System.Diagnostics.ProcessStartInfo","2017-02-28 13:20:48",,"System.Diagnostics.ProcessThreadCollection","00:02:28.6689530","00:01:27.6725620","711991296","711991296","False",,,,"159506432","159506432",,
"Process","svchost","549","67256320","7872512","9814016","19712",,,,,,,,"8",,,,,,"549","428",".","0","",,,,,"19712","19712","9814016","9814016","145248","145248","20746240","20746240","52006912","52006912","77713408","77713408",,,"9814016","9814016",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"67256320","67256320","False",,,,"7872512","7872512",,
"Process","svchost","748","130031616","12238848","24850432","32584",,,,,,,,"8",,,,,,"748","436",".","0","",,,,,"32584","32584","24850432","24850432","189792","189792","25280512","25280512","95064064","95064064","151732224","151732224",,,"24850432","24850432",,"svchost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"130031616","130031616","False",,,,"12238848","12238848",,
